"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: arraySize"
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalDoubleHashcode","thrpt",1,10,3.768866,0.503476,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,414.063477,9.683633,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,274.818898,4.459588,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,187.488291,19.606970,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,155.227295,4.105850,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,126.214161,9.564136,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,101.584685,5.543693,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,83.252460,9.963195,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,78.153285,4.764522,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,25.361900,2.680997,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,3.755675,2.650992,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntAppend","thrpt",1,10,0.911909,0.932800,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,44.982814,1.085707,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,17.863343,0.708508,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,9.724200,0.892108,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,6.189740,0.145744,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,2.305275,0.237342,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,1.576017,1.152322,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,1.560687,0.028273,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,1.257894,0.052544,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,0.145760,0.004977,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,0.033697,0.001725,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntContains","thrpt",1,10,0.012058,0.000237,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,318.354276,4.582744,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,185.178215,0.533999,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,134.525350,0.348314,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,102.601496,0.619602,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,55.441892,6.044515,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,54.837831,2.111962,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,41.972937,6.735901,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,42.406150,0.133997,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,14.361012,1.101324,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,6.373761,0.745020,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalIntHashcode","thrpt",1,10,4.236275,0.884979,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,372.942666,9.580619,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,216.085554,18.368907,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,171.799402,2.830464,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,127.554622,2.806493,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,106.616147,1.448709,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,94.985053,4.883483,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,71.766400,2.824433,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,70.059018,8.314668,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,17.065947,4.846481,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,3.685357,3.052275,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongAppend","thrpt",1,10,0.524375,0.174191,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,42.805572,5.124160,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,17.191141,0.030048,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,9.156052,0.023022,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,5.715789,0.032134,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,1.754852,0.397106,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,0.960291,0.042446,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,1.050066,0.066506,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,0.791399,0.107918,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,0.071527,0.003257,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,0.024880,0.000101,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongContains","thrpt",1,10,0.010491,0.000858,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,232.129754,2.000804,"ops/s",200000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,108.724651,20.281759,"ops/s",300000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,88.589046,4.866062,"ops/s",400000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,104.822464,5.332523,"ops/s",500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,50.571575,12.873572,"ops/s",600000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,40.799944,9.835386,"ops/s",700000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,42.908057,5.457284,"ops/s",800000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,45.307808,6.148595,"ops/s",900000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,16.289073,1.328046,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,7.506140,0.225600,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkGraalLongHashcode","thrpt",1,10,4.075406,0.650365,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,421.351973,29.975051,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,114.966885,14.460896,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,90.455383,3.318357,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,68.273747,4.798965,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,44.745274,1.490071,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,38.822147,2.364283,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,34.082424,1.048824,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,29.165662,1.090548,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,8.099825,0.667447,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,2.975532,0.362604,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleAppend","thrpt",1,10,2.684526,0.150586,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,57.996077,1.483180,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,25.296820,0.077148,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,7.696306,0.824217,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,7.772383,0.376576,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,3.749590,0.287058,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,2.699709,0.149971,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,1.743530,0.088331,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,1.900651,0.035793,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,0.203669,0.004970,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,0.056147,0.001237,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleContains","thrpt",1,10,0.022878,0.000713,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,1597.831507,50.165001,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,149.714066,7.989422,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,131.175282,1.870259,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,100.315865,1.037221,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,87.639853,2.181051,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,75.458499,0.257074,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,63.460714,2.076300,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,58.187351,0.993992,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,18.676074,0.490132,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,9.841424,0.355126,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalDoubleReverse","thrpt",1,10,6.452000,0.295393,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,459.581708,21.267945,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,150.924596,7.098704,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,106.325036,3.532456,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,79.462156,2.715939,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,50.756243,1.793952,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,42.794646,1.733553,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,38.564243,1.033013,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,33.382792,0.925609,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,9.294495,0.340225,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,4.561234,0.191345,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntAppend","thrpt",1,10,3.348846,0.094777,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntContains","thrpt",1,10,74.517071,2.041280,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntContains","thrpt",1,10,30.507769,0.916316,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntContains","thrpt",1,10,17.977994,0.220322,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkGraalIntContains","thrpt",1,10,10.804931,0.570164,"ops/s",500000
