"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: arraySize"
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,1.578524,0.038672,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,84.620811,1.290544,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,30.881284,0.097026,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,16.550672,0.059508,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,10.229983,0.068078,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,15.013230,1.979194,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,11.628011,0.015704,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,6.399555,0.477847,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,4.915997,0.321888,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.582730,0.076436,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.168169,0.001129,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.086027,0.013147,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,1913.527435,95.440871,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,150.997418,13.970485,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,121.624082,5.267526,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,89.155116,3.355399,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,73.674294,2.226241,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,62.120583,2.062289,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,51.387125,2.386609,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,46.760542,1.677055,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,15.536229,1.401057,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,8.856388,0.810216,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,5.959032,0.307774,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,83.955702,5.974030,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,41.029181,5.799291,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,29.189175,0.416088,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,22.894261,1.267610,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,17.087253,0.706904,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,14.586531,0.804075,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,12.497080,0.272909,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,11.335634,0.482599,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,3.575033,0.125809,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,1.738234,0.061672,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,1.218315,0.047998,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,49.335329,2.528869,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,26.945643,0.213082,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,13.213499,0.523588,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,8.869921,0.105137,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,7.267294,0.111729,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,5.893159,0.056564,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,4.368859,0.260316,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,3.522889,0.044814,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.355165,0.007193,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.113039,0.005197,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.050693,0.001470,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,2085.426790,7.966428,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,166.990668,3.598379,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,125.235970,0.564935,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,100.276265,0.701859,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,82.596253,3.639105,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,71.985129,3.099442,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,61.825518,2.402561,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,56.923025,1.779615,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,18.703944,0.865706,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,9.574278,0.254736,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,6.395478,0.269163,"ops/s",7500000
