"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: arraySize"
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,16.307630,1.056698,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,15.785242,0.326433,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,13.497595,0.241399,"ops/s",1750000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,314.842914,1.049455,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,137.326441,1.147799,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,76.680421,0.328802,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,35.636880,0.172849,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,33.350888,0.127468,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,24.461009,0.036674,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,18.632258,0.019650,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,14.629262,0.024029,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,7.447929,0.063518,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,5.186577,0.010710,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,3.779476,0.027877,"ops/s",1750000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,6593.362746,26.521047,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,4424.610089,18.810177,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,3214.633054,22.596006,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,2476.305433,21.466511,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,2000.223933,12.762341,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,1686.496828,6.768400,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,1462.914560,10.490149,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,1277.835515,27.380924,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,917.140242,10.921778,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,768.376017,6.104085,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,668.555428,2.068833,"ops/s",1750000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,95.147119,4.109360,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,55.384189,11.659686,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,39.717320,6.292009,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,30.687436,0.799467,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,22.880893,1.100943,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,20.625796,1.291561,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,18.314199,0.642688,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,16.644274,0.547075,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,11.069503,0.697439,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,9.288263,0.526641,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,8.658668,0.280992,"ops/s",1750000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,318.614924,2.262091,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,137.513985,0.562655,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,74.596959,0.101885,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,46.770640,0.600797,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,32.161884,0.109781,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,23.478415,0.053340,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,17.858594,0.030870,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,14.003696,0.048960,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,6.650259,0.020243,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,4.458174,0.009705,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,3.208753,0.006652,"ops/s",1750000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,5125.243530,86.927685,"ops/s",200000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,2998.739631,17.375061,"ops/s",300000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,2154.767985,26.719721,"ops/s",400000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,1736.609783,8.899879,"ops/s",500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,1403.965648,41.388929,"ops/s",600000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,1227.359203,6.148734,"ops/s",700000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,1030.724133,12.963209,"ops/s",800000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,888.948718,10.294447,"ops/s",900000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,526.329957,6.325331,"ops/s",1250000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,375.735603,11.760300,"ops/s",1500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,304.444594,4.657738,"ops/s",1750000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,4.211014,1.006087,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,1.934809,0.716470,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,0.579155,0.130101,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,0.174991,0.009777,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,0.034084,0.000429,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,0.042339,0.002134,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleHashcode","thrpt",1,10,22.671182,0.784565,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleHashcode","thrpt",1,10,7.229721,1.310133,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleDoubleHashcode","thrpt",1,10,5.808987,0.146610,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,6.226073,0.360545,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,2.756688,0.620601,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,0.609872,0.092317,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.133302,0.010633,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.032852,0.003505,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.015638,0.000386,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntHashcode","thrpt",1,10,16.231897,0.182226,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntHashcode","thrpt",1,10,9.443147,0.109915,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleIntHashcode","thrpt",1,10,5.845930,0.514159,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,4.323314,0.974167,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,1.360978,0.690039,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,0.610188,0.113646,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.150021,0.005583,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.037782,0.002563,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.016777,0.000996,"ops/s",7500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongHashcode","thrpt",1,10,19.490730,1.222594,"ops/s",2500000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongHashcode","thrpt",1,10,6.684253,2.131343,"ops/s",5000000
"org.tastytruffle.benchmarks.ListBenchmark.benchmarkTruffleLongHashcode","thrpt",1,10,5.317416,0.277777,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,5.594827,0.174840,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,2.804956,0.101361,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleAppend","thrpt",1,10,1.945843,0.073986,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,1.406453,0.031960,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,0.345182,0.018716,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleContains","thrpt",1,10,0.152735,0.012232,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleReverse","thrpt",1,10,250.674041,4.756208,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleReverse","thrpt",1,10,125.303266,1.669675,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleDoubleReverse","thrpt",1,10,87.683199,1.176271,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,9.006675,0.231850,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,4.456555,0.198344,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntAppend","thrpt",1,10,3.124669,0.116417,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,1.783814,0.043579,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.441338,0.003396,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntContains","thrpt",1,10,0.195003,0.001192,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,425.580043,3.548992,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,202.461174,3.223069,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleIntReverse","thrpt",1,10,131.724049,10.813256,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,5.904470,0.071695,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,2.869832,0.116860,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongAppend","thrpt",1,10,2.009595,0.103244,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,1.518319,0.089752,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.357412,0.056379,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongContains","thrpt",1,10,0.166578,0.003007,"ops/s",7500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,246.932899,4.039643,"ops/s",2500000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,119.573687,14.591364,"ops/s",5000000
"org.tastytruffle.benchmarks.ResizableArrayBenchmark.benchmarkTruffleLongReverse","thrpt",1,10,79.763357,7.806197,"ops/s",7500000
